토큰,등장연월,len
유지관리,"['2013-2', '2013-12', '2014-1', '2014-6', '2015-2', '2018-7', '2018-8', '2018-9', '2018-10', '2019-1', '2019-2', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-1', '2020-2', '2020-3', '2020-5', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-3', '2021-6', '2021-9', '2021-12']",31
입학,"['2017-3', '2018-6', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-3', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-2', '2021-4', '2021-6', '2021-9', '2021-11']",31
복사기,"['2013-3', '2013-8', '2013-10', '2013-12', '2014-1', '2014-4', '2014-8', '2014-10', '2015-1', '2015-2', '2016-3', '2016-4', '2016-11', '2016-12', '2017-1', '2017-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-6', '2019-7', '2019-9', '2019-10', '2019-12', '2020-2', '2020-4', '2020-9', '2020-11', '2021-5', '2021-11']",31
공자,"['2013-3', '2015-1', '2015-12', '2016-1', '2016-2', '2017-2', '2018-2', '2018-8', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2020-1', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-2', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",32
기계,"['2013-10', '2013-11', '2013-12', '2014-1', '2014-8', '2014-9', '2014-10', '2014-11', '2015-5', '2015-6', '2015-8', '2015-9', '2015-10', '2016-2', '2018-1', '2018-9', '2018-11', '2019-1', '2019-2', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-1', '2020-2', '2020-3', '2021-4', '2021-5', '2021-6']",32
법인,"['2016-12', '2017-1', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-12', '2019-2', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-2', '2020-4', '2020-5', '2020-9', '2021-1', '2021-7', '2021-9', '2021-11']",32
프로그램,"['2013-3', '2013-6', '2013-11', '2014-1', '2014-5', '2014-11', '2014-12', '2015-1', '2015-5', '2015-6', '2015-10', '2016-2', '2017-2', '2017-6', '2017-7', '2017-8', '2018-1', '2018-2', '2018-6', '2018-7', '2018-12', '2019-1', '2019-2', '2019-7', '2019-8', '2019-11', '2020-9', '2020-11', '2020-12', '2021-1', '2021-6', '2021-8', '2021-11']",33
신규,"['2013-8', '2014-2', '2015-7', '2015-8', '2016-12', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2018-2', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-12', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-2', '2020-4', '2020-8', '2021-2', '2021-3', '2021-8', '2021-9']",34
신임,"['2013-2', '2013-8', '2013-9', '2014-2', '2014-8', '2015-2', '2015-8', '2016-2', '2017-2', '2017-3', '2017-5', '2017-8', '2017-9', '2018-2', '2018-3', '2018-8', '2018-12', '2019-2', '2019-3', '2019-4', '2019-7', '2019-8', '2019-9', '2020-1', '2020-2', '2020-7', '2020-8', '2020-9', '2020-10', '2021-1', '2021-2', '2021-6', '2021-7', '2021-9']",34
도서관,"['2013-4', '2013-11', '2013-12', '2014-1', '2014-6', '2015-4', '2016-2', '2017-4', '2017-6', '2017-8', '2018-2', '2018-5', '2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-5', '2019-8', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-10', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-8', '2021-10']",34
강의,"['2013-4', '2013-9', '2014-1', '2015-7', '2015-8', '2015-11', '2016-2', '2017-11', '2018-2', '2018-6', '2018-7', '2018-10', '2018-11', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-10', '2020-12', '2021-2', '2021-11']",35
학원,"['2013-3', '2015-1', '2015-12', '2016-1', '2016-2', '2017-2', '2018-1', '2018-2', '2018-6', '2018-8', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2020-1', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-2', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",35
어학,"['2017-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-11']",35
회계,"['2013-10', '2014-8', '2015-7', '2015-9', '2016-12', '2017-1', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-12', '2019-2', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-2', '2020-4', '2020-5', '2020-9', '2021-1', '2021-7', '2021-9', '2021-11']",35
교학,"['2013-12', '2014-4', '2014-10', '2015-1', '2015-2', '2015-11', '2016-12', '2017-1', '2017-9', '2017-10', '2017-12', '2018-2', '2018-6', '2018-9', '2018-12', '2019-2', '2019-6', '2019-7', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-5', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",35
설비,"['2013-2', '2013-6', '2013-12', '2014-2', '2015-5', '2015-11', '2015-12', '2016-1', '2016-6', '2016-11', '2017-2', '2017-10', '2018-1', '2018-9', '2018-11', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-9', '2021-3', '2021-6', '2021-9', '2021-11']",36
중국,"['2014-10', '2015-1', '2015-11', '2016-3', '2016-7', '2016-10', '2017-1', '2017-7', '2017-8', '2017-11', '2018-6', '2018-8', '2018-9', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-10', '2020-1', '2020-2', '2020-4', '2020-6', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-9', '2021-10', '2021-12']",36
혁신,"['2018-5', '2018-8', '2018-9', '2018-10', '2018-11', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-5', '2021-6', '2021-7', '2021-9', '2021-10', '2021-11', '2021-12']",36
복사,"['2018-6', '2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-12', '2021-1', '2021-2', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",36
연구실,"['2013-2', '2013-5', '2013-6', '2013-9', '2013-10', '2014-1', '2014-8', '2015-1', '2015-2', '2015-7', '2016-2', '2016-7', '2017-2', '2017-3', '2017-6', '2017-8', '2017-9', '2017-10', '2018-1', '2018-2', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-9']",37
과학기술원,"['2015-10', '2015-11', '2015-12', '2016-1', '2016-8', '2017-8', '2017-12', '2018-2', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-12', '2021-1', '2021-2']",37
개발,"['2015-2', '2015-3', '2016-2', '2017-2', '2017-3', '2017-6', '2017-8', '2017-12', '2018-11', '2018-12', '2019-1', '2019-2', '2019-4', '2019-5', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-7', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",37
송도,"['2013-3', '2013-10', '2013-11', '2014-1', '2014-2', '2014-3', '2014-7', '2015-4', '2015-5', '2015-7', '2015-10', '2016-2', '2016-5', '2016-6', '2016-7', '2016-11', '2017-3', '2017-4', '2017-7', '2017-10', '2017-11', '2018-1', '2018-10', '2019-2', '2019-3', '2019-8', '2019-9', '2020-1', '2020-2', '2020-6', '2020-8', '2020-10', '2020-11', '2021-4', '2021-6', '2021-7', '2021-8']",37
자료,"['2013-4', '2013-6', '2013-10', '2013-11', '2014-4', '2014-8', '2014-12', '2015-1', '2015-6', '2015-10', '2015-11', '2016-1', '2016-7', '2016-11', '2017-1', '2017-11', '2018-1', '2018-2', '2018-11', '2019-2', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-12', '2020-1', '2020-2', '2020-5', '2020-10', '2020-11', '2021-1', '2021-2', '2021-9', '2021-10', '2021-12']",37
보수,"['2014-1', '2015-1', '2015-3', '2016-1', '2016-3', '2016-12', '2017-1', '2017-4', '2017-6', '2017-11', '2018-2', '2018-9', '2018-11', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-12', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11', '2021-12']",38
운동,"['2013-3', '2013-4', '2013-5', '2013-7', '2013-10', '2013-11', '2013-12', '2014-2', '2014-4', '2014-5', '2014-6', '2014-7', '2014-9', '2014-10', '2014-12', '2015-1', '2015-2', '2015-5', '2015-6', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-4', '2016-6', '2016-11', '2018-4', '2018-8', '2019-7', '2019-10', '2019-11', '2019-12', '2020-8', '2021-1', '2021-4', '2021-6', '2021-11']",38
문화,"['2013-5', '2013-9', '2014-5', '2014-6', '2014-11', '2015-1', '2015-5', '2015-6', '2017-1', '2017-4', '2017-5', '2017-10', '2017-11', '2018-6', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-2', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-11', '2020-12', '2021-2', '2021-6', '2021-9', '2021-11', '2021-12']",38
전기,"['2013-2', '2013-3', '2013-6', '2013-7', '2014-1', '2014-3', '2014-7', '2015-2', '2015-4', '2015-5', '2015-7', '2015-10', '2016-2', '2016-4', '2016-5', '2016-7', '2016-11', '2017-2', '2017-3', '2017-7', '2017-11', '2017-12', '2018-1', '2018-4', '2018-7', '2018-9', '2018-10', '2018-11', '2019-1', '2019-5', '2019-9', '2019-11', '2020-2', '2020-7', '2020-9', '2021-1', '2021-2', '2021-9']",38
의자,"['2013-3', '2014-4', '2015-4', '2015-10', '2015-12', '2016-1', '2017-2', '2017-4', '2017-7', '2017-10', '2018-2', '2018-3', '2018-5', '2018-6', '2018-7', '2018-9', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-3', '2020-8', '2020-11', '2021-1', '2021-2', '2021-3', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",38
교원,"['2013-2', '2013-9', '2014-2', '2015-1', '2015-7', '2016-2', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2018-2', '2018-3', '2018-4', '2018-7', '2018-8', '2018-10', '2018-11', '2018-12', '2019-2', '2019-7', '2019-8', '2019-9', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2021-1', '2021-2', '2021-3', '2021-7', '2021-8', '2021-9']",38
훈련,"['2013-9', '2014-7', '2015-4', '2016-4', '2016-9', '2016-11', '2016-12', '2017-2', '2017-6', '2018-7', '2018-8', '2018-12', '2019-1', '2019-2', '2019-3', '2019-6', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-3', '2021-4', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11', '2021-12']",39
사무실,"['2013-12', '2017-1', '2017-2', '2017-3', '2018-6', '2018-7', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-5', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",39
평생교육,"['2013-4', '2013-9', '2014-1', '2014-4', '2015-9', '2017-11', '2018-1', '2018-6', '2018-7', '2018-8', '2018-11', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2021-1', '2021-2', '2021-3', '2021-4', '2021-6', '2021-8', '2021-11']",39
장비,"['2013-8', '2013-9', '2013-10', '2014-1', '2014-7', '2015-3', '2015-4', '2015-6', '2015-12', '2016-2', '2016-4', '2016-8', '2016-9', '2016-12', '2017-1', '2017-8', '2017-9', '2017-10', '2017-11', '2018-2', '2018-3', '2018-4', '2018-10', '2019-1', '2019-2', '2019-4', '2019-5', '2019-8', '2020-1', '2020-2', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2021-2', '2021-7', '2021-9']",39
제작,"['2013-2', '2014-4', '2015-1', '2015-11', '2016-6', '2017-2', '2017-6', '2018-6', '2018-7', '2018-8', '2018-9', '2018-11', '2018-12', '2019-1', '2019-4', '2019-7', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-4', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",40
토너,"['2017-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",41
복합기,"['2015-2', '2015-9', '2016-1', '2016-12', '2017-1', '2017-2', '2017-4', '2017-5', '2017-8', '2017-12', '2018-1', '2018-5', '2018-7', '2018-8', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-8', '2021-10', '2021-12']",41
무용,"['2013-2', '2013-3', '2013-5', '2015-1', '2015-2', '2015-3', '2016-3', '2016-12', '2017-1', '2017-9', '2018-3', '2018-5', '2018-7', '2018-9', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-7', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-6', '2021-10', '2021-11']",41
학습,"['2013-5', '2013-6', '2013-11', '2013-12', '2014-1', '2014-5', '2014-6', '2014-11', '2014-12', '2015-1', '2015-2', '2015-5', '2015-6', '2015-11', '2016-2', '2016-11', '2016-12', '2017-1', '2017-2', '2018-7', '2018-9', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-8', '2019-10', '2019-11', '2020-1', '2020-2', '2020-4', '2020-7', '2020-8', '2020-10', '2020-11', '2021-1', '2021-2', '2021-7', '2021-8', '2021-10']",41
행사,"['2013-10', '2014-1', '2014-2', '2014-3', '2014-5', '2016-8', '2017-1', '2017-2', '2017-12', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",42
부서,"['2017-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",43
위원회,"['2013-9', '2016-5', '2017-2', '2017-4', '2017-5', '2017-10', '2017-11', '2017-12', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-9', '2020-11', '2020-12', '2021-2', '2021-5', '2021-6', '2021-10', '2021-11', '2021-12']",43
환경,"['2013-3', '2013-11', '2014-1', '2015-2', '2015-12', '2016-2', '2016-4', '2016-12', '2017-3', '2017-4', '2017-5', '2017-9', '2018-1', '2018-2', '2018-6', '2018-8', '2018-9', '2018-10', '2018-12', '2019-2', '2019-3', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-3', '2020-5', '2020-7', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-5', '2021-6', '2021-7', '2021-11']",43
인천대학교,"['2013-2', '2013-3', '2013-4', '2013-5', '2013-10', '2013-11', '2013-12', '2014-1', '2014-4', '2014-7', '2014-10', '2015-4', '2015-9', '2015-12', '2016-1', '2016-2', '2016-8', '2016-9', '2016-11', '2017-2', '2017-3', '2017-10', '2017-12', '2018-1', '2018-2', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-12', '2019-1', '2019-3', '2019-5', '2019-7', '2019-8', '2019-10', '2020-1', '2020-3', '2020-6', '2020-12', '2021-8', '2021-10', '2021-11']",44
용지,"['2013-7', '2014-2', '2015-1', '2015-12', '2017-1', '2017-8', '2018-6', '2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",45
전자,"['2013-4', '2013-7', '2013-8', '2013-9', '2013-10', '2013-11', '2013-12', '2014-7', '2014-10', '2014-12', '2015-2', '2015-3', '2015-4', '2015-5', '2015-7', '2015-8', '2016-3', '2016-7', '2016-9', '2016-12', '2017-1', '2017-2', '2017-3', '2017-6', '2017-7', '2017-9', '2017-11', '2018-1', '2018-2', '2018-7', '2018-11', '2018-12', '2019-1', '2019-2', '2019-4', '2019-5', '2019-9', '2020-1', '2020-2', '2020-6', '2020-8', '2020-11', '2021-2', '2021-9', '2021-11']",45
대학원,"['2013-12', '2014-1', '2015-1', '2016-2', '2016-4', '2016-11', '2017-1', '2017-2', '2017-3', '2017-4', '2017-5', '2017-9', '2018-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-4', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-8', '2021-9', '2021-11', '2021-12']",45
학생회,"['2013-3', '2013-4', '2014-3', '2014-5', '2014-7', '2014-9', '2014-11', '2015-1', '2015-5', '2015-11', '2015-12', '2016-4', '2017-1', '2017-2', '2017-7', '2017-8', '2017-9', '2017-10', '2017-11', '2018-1', '2018-2', '2018-5', '2018-10', '2018-11', '2018-12', '2019-2', '2019-4', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-6', '2020-8', '2020-9', '2020-10', '2020-11', '2021-1', '2021-2', '2021-4', '2021-11', '2021-12']",45
실험실,"['2013-3', '2013-5', '2013-6', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-4', '2015-5', '2015-6', '2015-7', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-2', '2016-4', '2016-5', '2016-6', '2016-7', '2016-8', '2016-10', '2016-12', '2017-5', '2017-8', '2017-9', '2017-11', '2018-2', '2018-10', '2018-11', '2019-1', '2019-2', '2019-4', '2019-5', '2019-9', '2019-10', '2020-1', '2020-2', '2020-5', '2020-9', '2020-11', '2021-5', '2021-7']",46
진흥,"['2013-3', '2013-4', '2015-1', '2015-2', '2015-5', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-4', '2016-12', '2018-7', '2018-8', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11', '2021-12']",46
업무,"['2013-6', '2013-11', '2014-2', '2014-5', '2015-2', '2016-4', '2016-8', '2017-1', '2017-2', '2017-4', '2018-2', '2018-3', '2018-4', '2018-7', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-11']",46
스포츠,"['2014-2', '2015-11', '2016-2', '2017-1', '2017-7', '2017-9', '2017-10', '2017-12', '2018-3', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-11']",46
기숙사,"['2014-1', '2015-2', '2015-6', '2017-1', '2017-8', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-5', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",47
사무,"['2015-9', '2016-7', '2017-1', '2018-2', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",47
시설,"['2013-3', '2013-6', '2013-11', '2014-1', '2014-2', '2015-8', '2015-12', '2016-1', '2016-11', '2017-1', '2018-1', '2018-2', '2018-4', '2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",47
학과,"['2013-4', '2013-7', '2013-9', '2013-11', '2014-1', '2014-7', '2014-8', '2014-10', '2015-2', '2015-6', '2015-7', '2015-9', '2016-2', '2016-4', '2016-5', '2017-1', '2017-10', '2018-2', '2018-7', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-5', '2019-6', '2019-7', '2019-8', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11']",48
융합,"['2015-5', '2015-6', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-8', '2016-11', '2016-12', '2017-1', '2017-2', '2017-8', '2017-9', '2017-12', '2018-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-5', '2020-6', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-9']",48
